Gmt time,Open,High,Low,Close,Volume
26.03.2025 00:00:00.000,2.05278,2.05279,2.05278,2.05279,4560
26.03.2025 00:00:01.000,2.05275,2.05279,2.05274,2.05279,3660
26.03.2025 00:00:02.000,2.05280,2.05280,2.05280,2.05280,1020.0000000000001
26.03.2025 00:00:03.000,2.05279,2.05279,2.05275,2.05275,3390
26.03.2025 00:00:04.000,2.05279,2.05279,2.05275,2.05275,3390
26.03.2025 00:00:05.000,2.05275,2.05275,2.05274,2.05274,2040.0000000000002
26.03.2025 00:00:06.000,2.05274,2.05275,2.05274,2.05275,3060
26.03.2025 00:00:07.000,2.05275,2.05276,2.05274,2.05276,3660
26.03.2025 00:00:08.000,2.05277,2.05277,2.05277,2.05277,1620
26.03.2025 00:00:09.000,2.05277,2.05277,2.05277,2.05277,1620
26.03.2025 00:00:10.000,2.05274,2.05274,2.05274,2.05274,1620
26.03.2025 00:00:11.000,2.05265,2.05266,2.05265,2.05266,3240
26.03.2025 00:00:12.000,2.05265,2.05266,2.05265,2.05266,3240
26.03.2025 00:00:13.000,2.05265,2.05266,2.05265,2.05266,3240
26.03.2025 00:00:14.000,2.05266,2.05276,2.05266,2.05275,7200
26.03.2025 00:00:15.000,2.05266,2.05276,2.05266,2.05275,7200
26.03.2025 00:00:16.000,2.05279,2.05279,2.05279,2.05279,2040.0000000000002
26.03.2025 00:00:17.000,2.05280,2.05280,2.05280,2.05280,1020.0000000000001
26.03.2025 00:00:18.000,2.05282,2.05282,2.05282,2.05282,3240
26.03.2025 00:00:19.000,2.05284,2.05284,2.05282,2.05282,4260
26.03.2025 00:00:20.000,2.05278,2.05278,2.05278,2.05278,1620
26.03.2025 00:00:21.000,2.05278,2.05278,2.05278,2.05278,1620
26.03.2025 00:00:22.000,2.05278,2.05278,2.05278,2.05278,1620
26.03.2025 00:00:23.000,2.05278,2.05278,2.05278,2.05278,1620
26.03.2025 00:00:24.000,2.05279,2.05279,2.05279,2.05279,1500
26.03.2025 00:00:25.000,2.05279,2.05279,2.05279,2.05279,1500
26.03.2025 00:00:26.000,2.05279,2.05279,2.05279,2.05279,1500
26.03.2025 00:00:27.000,2.05279,2.05279,2.05279,2.05279,1500
26.03.2025 00:00:28.000,2.05279,2.05279,2.05279,2.05279,1500
26.03.2025 00:00:29.000,2.05281,2.05281,2.05281,2.05281,1620
26.03.2025 00:00:30.000,2.05280,2.05280,2.05280,2.05280,1620
26.03.2025 00:00:31.000,2.05279,2.05285,2.05279,2.05285,2640
26.03.2025 00:00:32.000,2.05287,2.05290,2.05287,2.05290,2790
26.03.2025 00:00:33.000,2.05290,2.05294,2.05290,2.05294,2040.0000000000002
26.03.2025 00:00:34.000,2.05290,2.05294,2.05290,2.05294,2040.0000000000002
26.03.2025 00:00:35.000,2.05294,2.05299,2.05292,2.05299,12090.000100000001
26.03.2025 00:00:36.000,2.05301,2.05301,2.05301,2.05301,1020.0000000000001
26.03.2025 00:00:37.000,2.05298,2.05298,2.05298,2.05298,1020.0000000000001
26.03.2025 00:00:38.000,2.05300,2.05300,2.05300,2.05300,1620
26.03.2025 00:00:39.000,2.05300,2.05300,2.05300,2.05300,1620
26.03.2025 00:00:40.000,2.05300,2.05300,2.05300,2.05300,1620
26.03.2025 00:00:41.000,2.05300,2.05300,2.05300,2.05300,1620
26.03.2025 00:00:42.000,2.05300,2.05300,2.05300,2.05300,1620
26.03.2025 00:00:43.000,2.05300,2.05300,2.05300,2.05300,1620
26.03.2025 00:00:44.000,2.05301,2.05301,2.05295,2.05295,4860
26.03.2025 00:00:45.000,2.05296,2.05324,2.05296,2.05324,19589.9998
26.03.2025 00:00:46.000,2.05296,2.05324,2.05296,2.05324,19589.9998
26.03.2025 00:00:47.000,2.05296,2.05324,2.05296,2.05324,19589.9998
26.03.2025 00:00:48.000,2.05323,2.05329,2.05323,2.05329,3150
26.03.2025 00:00:49.000,2.05323,2.05329,2.05323,2.05329,3150
26.03.2025 00:00:50.000,2.05328,2.05328,2.05328,2.05328,1500
26.03.2025 00:00:51.000,2.05328,2.05328,2.05328,2.05328,1500
26.03.2025 00:00:52.000,2.05328,2.05328,2.05328,2.05328,1500
26.03.2025 00:00:53.000,2.05327,2.05327,2.05327,2.05327,1500
26.03.2025 00:00:54.000,2.05327,2.05327,2.05327,2.05327,1500
26.03.2025 00:00:55.000,2.05327,2.05327,2.05327,2.05327,1500
26.03.2025 00:00:56.000,2.05327,2.05327,2.05327,2.05327,1500
26.03.2025 00:00:57.000,2.05327,2.05327,2.05327,2.05327,1500
26.03.2025 00:00:58.000,2.05327,2.05327,2.05327,2.05327,1500
26.03.2025 00:00:59.000,2.05324,2.05324,2.05324,2.05324,1500
26.03.2025 00:01:00.000,2.05332,2.05332,2.05321,2.05323,9120
26.03.2025 00:01:01.000,2.05320,2.05323,2.05320,2.05323,3000
26.03.2025 00:01:02.000,2.05323,2.05325,2.05320,2.05325,4860
26.03.2025 00:01:03.000,2.05323,2.05325,2.05320,2.05325,4860
26.03.2025 00:01:04.000,2.05323,2.05325,2.05320,2.05325,4860
26.03.2025 00:01:05.000,2.05321,2.05321,2.05321,2.05321,1620
26.03.2025 00:01:06.000,2.05318,2.05318,2.05318,2.05318,1620
26.03.2025 00:01:07.000,2.05321,2.05321,2.05321,2.05321,1620
26.03.2025 00:01:08.000,2.05321,2.05321,2.05321,2.05321,1620
26.03.2025 00:01:09.000,2.05321,2.05321,2.05321,2.05321,1620
26.03.2025 00:01:10.000,2.05322,2.05322,2.05322,2.05322,1620
26.03.2025 00:01:11.000,2.05322,2.05322,2.05322,2.05322,1620
26.03.2025 00:01:12.000,2.05317,2.05317,2.05317,2.05317,1620
26.03.2025 00:01:13.000,2.05318,2.05323,2.05317,2.05323,6480
26.03.2025 00:01:14.000,2.05324,2.05324,2.05324,2.05324,1620
26.03.2025 00:01:15.000,2.05323,2.05332,2.05323,2.05332,4739.999999999999
26.03.2025 00:01:16.000,2.05323,2.05332,2.05323,2.05332,4739.999999999999
26.03.2025 00:01:17.000,2.05332,2.05332,2.05332,2.05332,1620
26.03.2025 00:01:18.000,2.05333,2.05333,2.05333,2.05333,1620
26.03.2025 00:01:19.000,2.05333,2.05333,2.05333,2.05333,1620
26.03.2025 00:01:20.000,2.05333,2.05333,2.05333,2.05333,1620
26.03.2025 00:01:21.000,2.05330,2.05330,2.05330,2.05330,1620
26.03.2025 00:01:22.000,2.05330,2.05330,2.05330,2.05330,1620
26.03.2025 00:01:23.000,2.05331,2.05332,2.05331,2.05332,3240
26.03.2025 00:01:24.000,2.05331,2.05333,2.05326,2.05331,6480
26.03.2025 00:01:25.000,2.05332,2.05332,2.05330,2.05330,3240
26.03.2025 00:01:26.000,2.05333,2.05333,2.05330,2.05330,4860
26.03.2025 00:01:27.000,2.05326,2.05326,2.05326,2.05326,1620
26.03.2025 00:01:28.000,2.05327,2.05327,2.05327,2.05327,1620
26.03.2025 00:01:29.000,2.05327,2.05327,2.05327,2.05327,1620
26.03.2025 00:01:30.000,2.05327,2.05327,2.05327,2.05327,1620
26.03.2025 00:01:31.000,2.05327,2.05327,2.05327,2.05327,1620
26.03.2025 00:01:32.000,2.05327,2.05327,2.05327,2.05327,1620
26.03.2025 00:01:33.000,2.05325,2.05325,2.05325,2.05325,3120
26.03.2025 00:01:34.000,2.05320,2.05320,2.05320,2.05320,1620
26.03.2025 00:01:35.000,2.05320,2.05320,2.05319,2.05319,3240
26.03.2025 00:01:36.000,2.05320,2.05320,2.05319,2.05319,3240
26.03.2025 00:01:37.000,2.05320,2.05320,2.05319,2.05319,3240
26.03.2025 00:01:38.000,2.05320,2.05320,2.05319,2.05319,3240
26.03.2025 00:01:39.000,2.05320,2.05320,2.05320,2.05320,1620
26.03.2025 00:01:40.000,2.05316,2.05326,2.05316,2.05326,6359.999999999999
26.03.2025 00:01:41.000,2.05325,2.05326,2.05325,2.05326,3120
26.03.2025 00:01:42.000,2.05325,2.05329,2.05325,2.05329,3240
26.03.2025 00:01:43.000,2.05327,2.05327,2.05326,2.05326,3240
26.03.2025 00:01:44.000,2.05327,2.05327,2.05326,2.05326,3240
26.03.2025 00:01:45.000,2.05334,2.05334,2.05325,2.05330,6359.999999999999
26.03.2025 00:01:46.000,2.05334,2.05334,2.05325,2.05330,6359.999999999999
26.03.2025 00:01:47.000,2.05334,2.05334,2.05325,2.05330,6359.999999999999
26.03.2025 00:01:48.000,2.05334,2.05334,2.05325,2.05330,6359.999999999999
26.03.2025 00:01:49.000,2.05334,2.05334,2.05325,2.05330,6359.999999999999
26.03.2025 00:01:50.000,2.05331,2.05333,2.05330,2.05330,6480
26.03.2025 00:01:51.000,2.05331,2.05333,2.05330,2.05330,6480
26.03.2025 00:01:52.000,2.05331,2.05331,2.05331,2.05331,1620
26.03.2025 00:01:53.000,2.05331,2.05331,2.05331,2.05331,1620
26.03.2025 00:01:54.000,2.05331,2.05331,2.05331,2.05331,1620
26.03.2025 00:01:55.000,2.05331,2.05331,2.05331,2.05331,1620
26.03.2025 00:01:56.000,2.05331,2.05331,2.05331,2.05331,1620
26.03.2025 00:01:57.000,2.05331,2.05331,2.05331,2.05331,1620
26.03.2025 00:01:58.000,2.05331,2.05331,2.05331,2.05331,1620
26.03.2025 00:01:59.000,2.05325,2.05325,2.05322,2.05322,4500.000000000001
26.03.2025 00:02:00.000,2.05314,2.05317,2.05314,2.05317,3000
26.03.2025 00:02:01.000,2.05314,2.05317,2.05314,2.05317,3000
26.03.2025 00:02:02.000,2.05318,2.05318,2.05318,2.05318,1620
26.03.2025 00:02:03.000,2.05317,2.05317,2.05317,2.05317,1620
26.03.2025 00:02:04.000,2.05317,2.05317,2.05317,2.05317,1620
26.03.2025 00:02:05.000,2.05318,2.05318,2.05318,2.05318,3240
26.03.2025 00:02:06.000,2.05315,2.05315,2.05315,2.05315,1500
26.03.2025 00:02:07.000,2.05314,2.05314,2.05314,2.05314,1500
26.03.2025 00:02:08.000,2.05307,2.05307,2.05306,2.05306,3000
26.03.2025 00:02:09.000,2.05307,2.05307,2.05306,2.05306,3000
26.03.2025 00:02:10.000,2.05307,2.05315,2.05306,2.05315,4620
26.03.2025 00:02:11.000,2.05307,2.05315,2.05306,2.05315,4620
26.03.2025 00:02:12.000,2.05307,2.05315,2.05306,2.05315,4620
26.03.2025 00:02:13.000,2.05307,2.05315,2.05306,2.05315,4620
26.03.2025 00:02:14.000,2.05316,2.05316,2.05315,2.05315,3240
26.03.2025 00:02:15.000,2.05316,2.05316,2.05315,2.05315,3240
26.03.2025 00:02:16.000,2.05323,2.05323,2.05322,2.05322,3240
26.03.2025 00:02:17.000,2.05323,2.05323,2.05322,2.05322,3240
26.03.2025 00:02:18.000,2.05323,2.05323,2.05322,2.05322,3240
26.03.2025 00:02:19.000,2.05323,2.05323,2.05322,2.05322,3240
26.03.2025 00:02:20.000,2.05323,2.05323,2.05322,2.05322,3240
26.03.2025 00:02:21.000,2.05323,2.05323,2.05322,2.05322,3240
26.03.2025 00:02:22.000,2.05318,2.05318,2.05318,2.05318,1500
26.03.2025 00:02:23.000,2.05316,2.05316,2.05316,2.05316,1500
26.03.2025 00:02:24.000,2.05312,2.05312,2.05312,2.05312,1500
26.03.2025 00:02:25.000,2.05312,2.05312,2.05312,2.05312,1500
26.03.2025 00:02:26.000,2.05312,2.05312,2.05312,2.05312,1500
26.03.2025 00:02:27.000,2.05308,2.05308,2.05302,2.05304,7500
26.03.2025 00:02:28.000,2.05294,2.05294,2.05294,2.05294,1500
26.03.2025 00:02:29.000,2.05294,2.05294,2.05294,2.05294,1500
26.03.2025 00:02:30.000,2.05294,2.05294,2.05294,2.05294,1500
26.03.2025 00:02:31.000,2.05294,2.05294,2.05294,2.05294,1500
26.03.2025 00:02:32.000,2.05295,2.05295,2.05295,2.05295,1500
26.03.2025 00:02:33.000,2.05295,2.05295,2.05295,2.05295,1500
26.03.2025 00:02:34.000,2.05295,2.05295,2.05295,2.05295,1500
26.03.2025 00:02:35.000,2.05295,2.05295,2.05291,2.05291,3120
26.03.2025 00:02:36.000,2.05292,2.05292,2.05292,2.05292,1500
26.03.2025 00:02:37.000,2.05292,2.05292,2.05292,2.05292,1500
26.03.2025 00:02:38.000,2.05292,2.05292,2.05292,2.05292,1500
26.03.2025 00:02:39.000,2.05294,2.05294,2.05294,2.05294,1500
26.03.2025 00:02:40.000,2.05294,2.05294,2.05294,2.05294,1500
26.03.2025 00:02:41.000,2.05294,2.05294,2.05294,2.05294,1500
26.03.2025 00:02:42.000,2.05301,2.05301,2.05301,2.05301,1500
26.03.2025 00:02:43.000,2.05301,2.05301,2.05290,2.05290,6120
26.03.2025 00:02:44.000,2.05301,2.05301,2.05290,2.05290,6120
26.03.2025 00:02:45.000,2.05301,2.05301,2.05290,2.05290,6120
26.03.2025 00:02:46.000,2.05301,2.05301,2.05290,2.05290,6120
26.03.2025 00:02:47.000,2.05291,2.05292,2.05285,2.05285,6120
26.03.2025 00:02:48.000,2.05291,2.05292,2.05285,2.05285,6120
26.03.2025 00:02:49.000,2.05290,2.05300,2.05290,2.05300,6120
26.03.2025 00:02:50.000,2.05290,2.05300,2.05290,2.05300,6120
26.03.2025 00:02:51.000,2.05290,2.05300,2.05290,2.05300,6120
26.03.2025 00:02:52.000,2.05290,2.05300,2.05290,2.05300,6120
26.03.2025 00:02:53.000,2.05290,2.05300,2.05290,2.05300,6120
26.03.2025 00:02:54.000,2.05290,2.05300,2.05290,2.05300,6120
26.03.2025 00:02:55.000,2.05290,2.05300,2.05290,2.05300,6120
